#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTTITLE_WCCLS_1;Education Initiated;Apprentissage débuté;Ausbildung begonnen;;;;;;;;;;;x
bad_voodoo_desc;Do wicked things! Curse [From.GetHerHim] with diseases and nightmares!;Faites de mauvaises choses ! Maudissez-[de.GetHerHim] avec des maladies et des cauchemars !;Tut böse Dinge! Verflucht [From.Getihnsie] mit Krankheiten und Alpträumen!;;;;;;;;;;;x
EVTDESC_WCCLS_905;Only stars in the sky witnessed your dark voodoo. All night long you were tirelessly dancing a ritual dance. Thousands of phantom eyes were watching your ecstatic dance. Since the evil spirits are on your side now, it's time to bring their anger down on your enemies.;Seules les étoiles dans le ciel ont été témoins de votre vaudou sombre. Toute la nuit, vous avez inlassablement tenu une danse rituelle. Des milliers d'yeux fantômes regardaient votre danse extatique. Puisque les mauvais esprits sont maintenant de votre côté, il est temps de faire descendre leur colère sur vos ennemis.;Nur Sterne am Himmel waren Zeugen Eures finsteren Voodoo. Die ganze Nacht über habt lhr einen rituellen Tanz vollführt. Tausende von phantomhaften Augen beobachteten Euren ekstatischen Tanz. Da die bösen Geister jetzt auf Eurer Seite sind, ist es an der Zeit, ihren Zorn auf Eure Feinde zu lenken.;;;;;;;;;;;x
EVTDESC_WCCLS_906_stressed;You constantly feel someone's presence next to you. As if hundreds of spirits were flying around you, circling, laughing like madmen. It seems like you are slowly going crazy, maybe because of some sort of dark magic. Their laughter in your mind won't leave you, not for a second, turning your life into pure madness.;Vous sentez constamment la présence de quelqu'un à côté de vous. Comme si des centaines d'esprits volaient autour de vous, tournoyant, riant comme des fous. Il semble que vous deveniez lentement fou, peut-être à cause d'une sorte de magie noire. Leur rire dans votre esprit ne vous quitte pas, pas une seconde, transformant votre vie en pure folie.;Ihr spürt ständig jemandes Präsenz neben Euch. Als ob hunderte von Geistern um Euch herumfliegen würden, kreisend, lachend wie Verrückte. Es scheint, dass Ihr langsam verrückt werdet, vielleicht wegen einer Art dunkler Magie. Ihr Lachen in Eurem Kopf wird Euch nicht für eine Sekunde verlassen und Euer Leben in reinen Wahnsinn verwandeln.;;;;;;;;;;;x
EVTDESC_WCCLS_906_weak;Weakness has intertwined into your mind and body. You constantly hear echoes of the mad spirits laughter. They are giggling at what you've been turned into. There is no doubt that your troubles were caused by the dark magic of your foes.;La faiblesse s'est imbriquée dans votre esprit et votre corps. Vous entendez constamment l'écho des rires des esprits fous. Ils rient de ce que vous êtes devenu. Il ne fait aucun doute que vos ennuis ont été causés par la magie noire de vos ennemis.;Schwäche hat sich in Euren Geist und Körper verwoben. Ihr hört ständig Echos des Gelächters der verrückten Geister. Sie kichern über das, was aus Euch geworden ist. Es besteht kein Zweifel daran, dass Eure Probleme durch die dunkle Magie Eurer Feinde verursacht wurden.;;;;;;;;;;;x
EVTDESC_WCCLS_906_strong;Your body and spirit are growing stronger with every passing day. On your fingertips you feel the power floating in the air. Hundreds of phantom eyes are watching over you.;Votre corps et votre esprit sont de plus en plus forts chaque jour. Au bout de vos doigts, vous sentez la puissance qui flotte dans l'air. Des centaines d'yeux fantômes veillent sur vous.;Euer Körper und Geist werden mit jedem Tag stärker. Auf Euren Fingerspitzen spürt Ihr die Kraft, die in der Luft schwebt. Hunderte von phantomhaften Augen wachen über Euch.;;;;;;;;;;;x
EVTDESC_WCCLS_907_nothing;Time is passing, but your dark voodoo doesn't seem to work. [target_doll.GetFirstName] didn't even feel your magic. Perhaps the spirits misunderstood you.;Le temps passe, mais votre vaudou sombre ne semble pas fonctionner. [target_doll.GetFirstName] n'a même pas senti votre magie. Peut-être que les esprits vous ont mal compris.;Die Zeit vergeht, aber Euer dunkler Voodoo scheint nicht zu funktionieren. [target_doll.GetFirstName] spürte nicht einmal Eure Magie. Vielleicht haben die Geister Euch falsch verstanden.;;;;;;;;;;;x
EVTDESC_WCCLS_907_strong;Time is passing, but your dark voodoo doesn't seem to work. [target_doll.GetFirstName] became even stronger and wiser than [From.GetSheHeCap] was before. It seems to you that the spirits even protect [target_doll.GetHerHim]. Perhaps they understood you totally wrong.;Le temps passe, mais votre vaudou sombre ne semble pas fonctionner. [target_doll.GetFirstName] est devenue encore plus fort et plus sage qu'[From.GetSheHeCap] ne l'était auparavant. Il vous semble que les esprits [From.GetSheHeCap] protègent. Peut-être vous ont-ils mal compris.;Die Zeit vergeht, aber Euer dunkler Voodoo scheint nicht zu funktionieren. [target_doll.GetFirstName] wurde noch stärker und klüger als zuvor. Es scheint, dass die Geister [target_doll.Getihnsie] schützen. Vielleicht haben sie Euch völlig falsch verstanden.;;;;;;;;;;;x
EVTOPTA_WCCLS_907;You should have bewitched [target_doll.GetHerHim]!;Vous auriez dû ensorceler [target_doll.GetHerHim] !;Ihr hättet [target_doll.Getihnsie] verhexen sollen!;;;;;;;;;;;x
sharp_mind_dec;Sharpen Mind;Aiguiser l'esprit;Den Verstand schärfen;;;;;;;;;;;x
sharp_mind_dec_desc;Use arcane magic to sharpen the mind of this character.;Utilisez la magie des arcanes pour aiguiser l'esprit de ce personnage.;Nutzt arkane Magie, um den Geist dieses Charakters zu schärfen.;;;;;;;;;;;x
EVTDESC_WCCLS_40_self;The arcane magic has a surprising effect on your mind. All thoughts and memories were organised and collected in an immense library deep in your mind. Planning and the process of thinking were never so simple for you.;La magie des arcanes a un effet surprenant sur votre esprit. Toutes les pensées et les souvenirs ont été organisés et rassemblés dans une immense bibliothèque au fond de votre esprit. La planification et le processus de réflexion n'ont jamais été aussi simples pour vous.;Die arkane Magie hat eine überraschende Wirkung auf Euren Geist. Alle Gedanken und Erinnerungen wurden geordnet und in einer immensen Bibliothek tief in Eurem Kopf fokussiert. Planung und Gedankengänge waren für Euch noch nie so einfach.;;;;;;;;;;;x
EVTDESC_WCCLS_40_other;[FromFrom.GetTitledFirstName] used a secret spell on you. It has a surprising affect on your mind. All thoughts and memories were organised and collected in an immense library deep in your mind. Planning and the process of thinking were never so simple to you.;[FromFrom.GetTitledFirstName] a utilisé un sort secret sur vous. Il a un effet surprenant sur votre esprit. Toutes les pensées et les souvenirs ont été organisés et rassemblés dans une immense bibliothèque au fond de votre esprit. La planification et le processus de réflexion n'ont jamais été aussi simples pour vous.;[FromFrom.GetTitledFirstName] hat einen geheimen Zauber auf Euch angewendet. Es hat eine überraschende Wirkung auf Euren Geist. Alle Gedanken und Erinnerungen wurden geordnet und in einer immensen Bibliothek tief in Eurem Kopf fokussiert. Planung und Gedankengänge waren für Euch noch nie so einfach.;;;;;;;;;;;x
sharp_mind;Sharp Mind;Esprit vif;Geschärfter Verstand;;;;;;;;;;;x
sharp_mind_desc;Arcane Magic has sharpened the mind of this character.;La magie arcanique a aiguisé l'esprit de ce personnage.;Arkane Magie hat den Geist dieses Charakters geschärft.;;;;;;;;;;;x
nick_the_seeker;the Seeker;[From.GetLeLa] Chercheu[From.GetRSe];[From.Getderdie] Sucher[From.GetinFemale];;;;;;;;;;;x
nick_the_devourer;the Devourer;[From.GetLeLa] Dévoreu[From.GetRSe];[From.Getderdie] Verschlinger[From.GetinFemale];;;;;;;;;;;x
nick_the_slitherer;the Slitherer;[From.GetLeLa] Rampant[From.Get_E];[From.Getderdie] Schlitzer[From.GetinFemale];;;;;;;;;;;x
nick_lord_of_the_forest;Lord of the Forest;Seigneur de la Forêt;Herr der Waldes;;;;;;;;;;;x
thoradin;Blood of [This.GetFirstNameWithNick];Sang de [This.GetFirstNameWithNick];Blut von [This.GetFirstNameWithNick];;;;;;;;;;;x
thoradin_desc;A warlord and the leader of the Arathi tribe. He led them to unify the human tribes into the nation of Arathor and forged an alliance with the high elves during the Troll Wars.;Un seigneur de guerre et le chef de la tribu arathi. Il a unifié les tribus humaines en une nation : Arathor, et a forgé une alliance avec les Haut-Elfes pendant la guerre des Trolls.;Ein Kriegsherr und Anführer des Arathi-Stammes. Er führte sie dazu, die menschlichen Stämme in der Nation Arathor zu vereinen und schloss während der Trollkriege ein Bündnis mit den Hochelfen.;;;;;;;;;;;x
cenarius;Blood of [This.GetFirstNameWithNick];Sang de [This.GetFirstNameWithNick];Blut von [This.GetFirstNameWithNick];;;;;;;;;;;x
cenarius_desc;Lord of the Forest and patron of many druids, is one of the most powerful and influential demigods of Azeroth. Worshipped by the night elves since their early history.;Seigneur de la forêt et patron de nombreux druides, il est l'un des demi-dieux les plus puissants et les plus influents d'Azeroth. Vénéré par les Elfes de la nuit depuis le début de leur histoire.;Der Herr des Waldes und Schutzpatron vieler Druiden ist einer der mächtigsten und einflussreichsten Halbgötter Azeroths. Von den Nachtelfen seit ihrer Frühgeschichte verehrt.;;;;;;;;;;;x
elf_group_opinion;[elf_group.GetGroupName] Opinion;Opinion [high_elf_group.GetGroupName];Meinung der [elf_group.GetGroupName];;;;;;;;;;;x
human_group_opinion;[human_group.GetGroupName] Opinion;Opinion [human_group.GetGroupName];Meinung der [human_group.GetGroupName];;;;;;;;;;;x
arakkoa_religion_group_opinion;[arakkoa_religion_group.GetGroupName] Opinion;Opinion [arakkoa_religion_group.GetGroupName];Meinung der  [arakkoa_religion_group.GetGroupName];;;;;;;;;;;x
dragon_religion_group_opinion;[dragon_religion_group.GetGroupName] Opinion;Opinion [dragon_religion_group.GetGroupName];Meinung der [dragon_religion_group.GetGroupName];;;;;;;;;;;x
druidism_group_opinion;[druidism_group.GetGroupName] Opinion;Opinion [druidism_group.GetGroupName];Meinung der [druidism_group.GetGroupName];;;;;;;;;;;x
elemental_lords_group_opinion;[elemental_lords_group.GetGroupName] Opinion;Opinion [elemental_lords_group.GetGroupName];Meinung der [elemental_lords_group.GetGroupName];;;;;;;;;;;x
fel_group_opinion;[fel_group.GetGroupName] Opinion;Opinion [fel_group.GetGroupName];Meinung der [fel_group.GetGroupName];;;;;;;;;;;x
light_group_opinion;[light_group.GetGroupName] Opinion;Opinion [light_group.GetGroupName];Meinung der [light_group.GetGroupName];;;;;;;;;;;x
arcane_group_opinion;[arcane_group.GetGroupName] Opinion;Opinion [arcane_group.GetGroupName];Meinung der [arkane_Gruppe.GetGroupName];;;;;;;;;;;x
loa_group_opinion;[loa_group.GetGroupName] Opinion;Opinion [loa_group.GetGroupName];Meinung der [loa_group.GetGroupName];;;;;;;;;;;x
necromancy_group_opinion;[necromancy_group.GetGroupName] Opinion;Opinion [necromancy_group.GetGroupName];Meinung der [necromancy_group.GetGroupName];;;;;;;;;;;x
nerubian_religion_group_opinion;[nerubian_religion_group.GetGroupName] Opinion;Opinion [nerubian_religion_group.GetGroupName];Meinung der [nerubian_religion_group.GetGroupName];;;;;;;;;;;x
pandaren_religion_group_opinion;[pandaren_religion_group.GetGroupName] Opinion;Opinion [pandaren_religion_group.GetGroupName];Meinung der [pandaren_religion_group.GetGroupName];;;;;;;;;;;x
primitive_group_opinion;[primitive_group.GetGroupName] Opinion;Opinion [primitive_group.GetGroupName];Meinung der [primitive_group.GetGroupName];;;;;;;;;;;x
secular_group_opinion;[secular_group.GetGroupName] Opinion;Opinion [secular_group.GetGroupName];Meinung der [secular_group.GetGroupName];;;;;;;;;;;x
shamanism_group_opinion;[shamanism_group.GetGroupName] Opinion;Opinion [shamanism_group.GetGroupName];Meinung der [shamanism_group.GetGroupName];;;;;;;;;;;x
void_group_opinion;[void_group.GetGroupName] Opinion;Opinion [void_group.GetGroupName];Meinung der [void_group.GetGroupName];;;;;;;;;;;x
vrykul_religion_group_opinion;[vrykul_religion_group.GetGroupName] Opinion;Opinion [vrykul_religion_group.GetGroupName];Meinung der [vrykul_religion_group.GetGroupName];;;;;;;;;;;x
orcish_fel_opinion;[orcish_fel.GetName] Opinion;Opinion [orcish_fel.GetName];Meinung der [orcish_fel.GetName];;;;;;;;;;;x
cult_of_sunwell_opinion;[cult_of_sunwell.GetName] Opinion;Opinion [cult_of_sunwell.GetName];Meinung der [cult_of_sunwell.GetName];;;;;;;;;;;x
burning_legion_religion_opinion;[burning_legion_religion.GetName] Opinion;Opinion [burning_legion_religion.GetName];Meinung der [burning_legion_religion.GetName];;;;;;;;;;;x
death_god_opinion;[death_god.GetName] Opinion;Opinion [death_god.GetName];Meinung der [death_god.GetName];;;;;;;;;;;x
old_gods_worship_opinion;[old_gods_worship.GetName] Opinion;Opinion [old_gods_worship.GetName];Meinung der [old_gods_worship.GetName];;;;;;;;;;;x
druidism_beliefs_opinion;[druidism_beliefs.GetName] Opinion;Opinion [druidism_beliefs.GetName];Meinung der [druidism_beliefs.GetName];;;;;;;;;;;x
wolf_cult_religion_opinion;[wolf_cult_religion.GetName] Opinion;Opinion [wolf_cult_religion.GetName];Meinung der [wolf_cult_religion.GetName];;;;;;;;;;;x
kaldorei_religion_opinion;[kaldorei_religion.GetName] Opinion;Opinion [kaldorei_religion.GetName];Meinung der [kaldorei_religion.GetName];;;;;;;;;;;x
cult_of_loa_opinion;[cult_of_loa.GetName] Opinion;Opinion [cult_of_loa.GetName];Meinung der [cult_of_loa.GetName];;;;;;;;;;;x
dragon_culture_modifier;[dragon_group.GetGroupName] Culture Modifier;Modificateur culturel [dragon_group.GetGroupName];Meinung der [dragon_group.GetGroupName];;;;;;;;;;;x
claim_capital_city;Claim Capital City;Revendiquer la Capitale;Beansprucht die Hauptstadt;;;;;;;;;;;x
