#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
creature_human;Human;Humain;Mensch;;;;;;;;;;;x
creature_black_whelp_desc;Dragon whelps are the smallest member of the dragonkin species, representing the offspring of a brood. As a result, they are easily the weakest variation of dragons. In most cases however, where there are whelps, their larger cousins are close by.\n\nBlack dragons are large creatures that are carnivorous. They spend their time hunting, as well as watching the various wars around the world, and can often be found torturing prisoners, animals, or anything else unfortunate enough to fall into their care. A black dragon is a large, thickly-built creature with a massive chest and a long, sinuous neck. Its hide is a rich, lustrous black with large scales that are supple yet hard as rock. A crest made of peaked bone spikes runs from its head and down its back, and bristles when the great beast grows angry. Its fangs shine a coppery-red, and deep inside its mouth a constant sulpurous light emits a faint glow. Most civilized races say that black dragons have a cruel, callous look to their serpentine faces. Black dragons do not shed individual scales, but rather molt once a year, usually by spending a week resting within a lava flow of an active volcano, which peels off and consumes their discarded skin. The skin of a black dragon nearing its molt grows dull and grey. Most black dragons appear with their horns and wings in a shade of orange to brown, but a few females appear with purplish wings and horns.;;Drachenwelpen sind die kleinsten Mitglieder der Drachenart und stellen die Nachkommen einer Brut dar. Infolgedessen sind sie mit Abstand die schwächste Variante von Drachen. In den meisten Fällen, wo es Welpen gibt, sind ihre größeren Cousins jedoch in der Nähe.\n\nSchwarze Drachen sind riesige, fleischfressende Kreaturen. Sie verbringen ihre Zeit mit der Jagd, beobachten die verschiedenen Kriege auf der ganzen Welt und werden oft dabei entdeckt, wie sie Gefangene, Tiere oder etwas anderes Unglückliches quälen, das ihnen in die Hände fällt. Seine Haut ist ein sattes, glänzendes Schwarz mit großen Schuppen, die geschmeidig und dennoch hart wie Stein sind. Ein Kamm aus spitz zulaufenden Knochenspitzen verläuft von seinem Kopf über seinen Rücken und spreizt sich, wenn der Drache wütend wird. Seine Reißzähne leuchten kupferrot und tief in seinem Mund strahlt ein konstantes schwefelhaltiges Licht ein schwaches Leuchten aus. Die meisten zivilisierten Rassen sagen, dass schwarze Drachen einen grausamen, herzlosen Blick auf ihren schlangenartigen Antlitzen tragen. Schwarze Drachen verlieren keine einzelnen Schuppen, sondern schmelzen sie sich einmal im Jahr, meist eine Woche lang in einem Lavastrom eines aktiven Vulkans, ab. Die Haut eines schwarzen Drachens, der sich seinem Abschmelzen nähert, wird matt und grau. Die meisten schwarzen Drachen erscheinen mit ihren Hörnern und Flügeln in einem Farbton von orange bis braun, aber einige Weibchen besitzen auch violette Flügel und Hörner.;;;;;;;;;;;x
creature_black_drake;Black Drake;Drake noir;Schwarzer Drachling;;;;;;;;;;;x
creature_black_drake_desc;Drakes are dragons that are still relatively young in comparison to their ancient brethren.\n\nBlack dragons are large creatures that are carnivorous. They spend their time hunting, as well as watching the various wars around the world, and can often be found torturing prisoners, animals, or anything else unfortunate enough to fall into their care. A black dragon is a large, thickly-built creature with a massive chest and a long, sinuous neck. Its hide is a rich, lustrous black with large scales that are supple yet hard as rock. A crest made of peaked bone spikes runs from its head and down its back, and bristles when the great beast grows angry. Its fangs shine a coppery-red, and deep inside its mouth a constant sulpurous light emits a faint glow. Most civilized races say that black dragons have a cruel, callous look to their serpentine faces. Black dragons do not shed individual scales, but rather molt once a year, usually by spending a week resting within a lava flow of an active volcano, which peels off and consumes their discarded skin. The skin of a black dragon nearing its molt grows dull and grey. Most black dragons appear with their horns and wings in a shade of orange to brown, but a few females appear with purplish wings and horns.;;Drachlinge sind Drachen, die im Vergleich zu ihren alten Brüdern noch relativ jung sind.\n\nSchwarze Drachen sind riesige, fleischfressende Kreaturen. Sie verbringen ihre Zeit mit der Jagd, beobachten die verschiedenen Kriege auf der ganzen Welt und werden oft dabei entdeckt, wie sie Gefangene, Tiere oder etwas anderes Unglückliches quälen, das ihnen in die Hände fällt. Seine Haut ist ein sattes, glänzendes Schwarz mit großen Schuppen, die geschmeidig und dennoch hart wie Stein sind. Ein Kamm aus spitz zulaufenden Knochenspitzen verläuft von seinem Kopf über seinen Rücken und spreizt sich, wenn der Drache wütend wird. Seine Reißzähne leuchten kupferrot und tief in seinem Mund strahlt ein konstantes schwefelhaltiges Licht ein schwaches Leuchten aus. Die meisten zivilisierten Rassen sagen, dass schwarze Drachen einen grausamen, herzlosen Blick auf ihren schlangenartigen Antlitzen tragen. Schwarze Drachen verlieren keine einzelnen Schuppen, sondern schmelzen sie sich einmal im Jahr, meist eine Woche lang in einem Lavastrom eines aktiven Vulkans, ab. Die Haut eines schwarzen Drachens, der sich seinem Abschmelzen nähert, wird matt und grau. Die meisten schwarzen Drachen erscheinen mit ihren Hörnern und Flügeln in einem Farbton von orange bis braun, aber einige Weibchen besitzen auch violette Flügel und Hörner.;;;;;;;;;;;x
creature_black_dragon;Black Dragon;Dragon noir;Schwarzer Drache;;;;;;;;;;;x
creature_black_dragon_desc;Dragon is both the name for the race as a whole and the short title for the mature-aged dragon.\n\nBlack dragons are large creatures that are carnivorous. They spend their time hunting, as well as watching the various wars around the world, and can often be found torturing prisoners, animals, or anything else unfortunate enough to fall into their care. A black dragon is a large, thickly-built creature with a massive chest and a long, sinuous neck. Its hide is a rich, lustrous black with large scales that are supple yet hard as rock. A crest made of peaked bone spikes runs from its head and down its back, and bristles when the great beast grows angry. Its fangs shine a coppery-red, and deep inside its mouth a constant sulpurous light emits a faint glow. Most civilized races say that black dragons have a cruel, callous look to their serpentine faces. Black dragons do not shed individual scales, but rather molt once a year, usually by spending a week resting within a lava flow of an active volcano, which peels off and consumes their discarded skin. The skin of a black dragon nearing its molt grows dull and grey. Most black dragons appear with their horns and wings in a shade of orange to brown, but a few females appear with purplish wings and horns.;;Drache ist sowohl der Name für die gesamte Rasse als auch der Kurztitel für den reifen Drachen.\n\nSchwarze Drachen sind riesige, fleischfressende Kreaturen. Sie verbringen ihre Zeit mit der Jagd, beobachten die verschiedenen Kriege auf der ganzen Welt und werden oft dabei entdeckt, wie sie Gefangene, Tiere oder etwas anderes Unglückliches quälen, das ihnen in die Hände fällt. Seine Haut ist ein sattes, glänzendes Schwarz mit großen Schuppen, die geschmeidig und dennoch hart wie Stein sind. Ein Kamm aus spitz zulaufenden Knochenspitzen verläuft von seinem Kopf über seinen Rücken und spreizt sich, wenn der Drache wütend wird. Seine Reißzähne leuchten kupferrot und tief in seinem Mund strahlt ein konstantes schwefelhaltiges Licht ein schwaches Leuchten aus. Die meisten zivilisierten Rassen sagen, dass schwarze Drachen einen grausamen, herzlosen Blick auf ihren schlangenartigen Antlitzen tragen. Schwarze Drachen verlieren keine einzelnen Schuppen, sondern schmelzen sie sich einmal im Jahr, meist eine Woche lang in einem Lavastrom eines aktiven Vulkans, ab. Die Haut eines schwarzen Drachens, der sich seinem Abschmelzen nähert, wird matt und grau. Die meisten schwarzen Drachen erscheinen mit ihren Hörnern und Flügeln in einem Farbton von orange bis braun, aber einige Weibchen besitzen auch violette Flügel und Hörner.;;;;;;;;;;;x
creature_black_wyrm;Black Wyrm;Wyrm noire;Schwarzer Wyrm;;;;;;;;;;;x
creature_black_wyrm_desc;Wyrm is the elder stage of the dragon life cycle.\n\nBlack dragons are large creatures that are carnivorous. They spend their time hunting, as well as watching the various wars around the world, and can often be found torturing prisoners, animals, or anything else unfortunate enough to fall into their care. A black dragon is a large, thickly-built creature with a massive chest and a long, sinuous neck. Its hide is a rich, lustrous black with large scales that are supple yet hard as rock. A crest made of peaked bone spikes runs from its head and down its back, and bristles when the great beast grows angry. Its fangs shine a coppery-red, and deep inside its mouth a constant sulpurous light emits a faint glow. Most civilized races say that black dragons have a cruel, callous look to their serpentine faces. Black dragons do not shed individual scales, but rather molt once a year, usually by spending a week resting within a lava flow of an active volcano, which peels off and consumes their discarded skin. The skin of a black dragon nearing its molt grows dull and grey. Most black dragons appear with their horns and wings in a shade of orange to brown, but a few females appear with purplish wings and horns.;;Die ältesten Drachen werden Wyrme genannt.\n\nSchwarze Drachen sind riesige, fleischfressende Kreaturen. Sie verbringen ihre Zeit mit der Jagd, beobachten die verschiedenen Kriege auf der ganzen Welt und werden oft dabei entdeckt, wie sie Gefangene, Tiere oder etwas anderes Unglückliches quälen, das ihnen in die Hände fällt. Seine Haut ist ein sattes, glänzendes Schwarz mit großen Schuppen, die geschmeidig und dennoch hart wie Stein sind. Ein Kamm aus spitz zulaufenden Knochenspitzen verläuft von seinem Kopf über seinen Rücken und spreizt sich, wenn der Drache wütend wird. Seine Reißzähne leuchten kupferrot und tief in seinem Mund strahlt ein konstantes schwefelhaltiges Licht ein schwaches Leuchten aus. Die meisten zivilisierten Rassen sagen, dass schwarze Drachen einen grausamen, herzlosen Blick auf ihren schlangenartigen Antlitzen tragen. Schwarze Drachen verlieren keine einzelnen Schuppen, sondern schmelzen sie sich einmal im Jahr, meist eine Woche lang in einem Lavastrom eines aktiven Vulkans, ab. Die Haut eines schwarzen Drachens, der sich seinem Abschmelzen nähert, wird matt und grau. Die meisten schwarzen Drachen erscheinen mit ihren Hörnern und Flügeln in einem Farbton von orange bis braun, aber einige Weibchen besitzen auch violette Flügel und Hörner.;;;;;;;;;;;x
;;;;;;;;;;;;;;x
creature_bronze_whelp;Bronze Whelp;Dragonnet bronze;Bronzener Welpe;;;;;;;;;;;x
creature_bronze_whelp_desc;Dragon whelps are the smallest member of the dragonkin species, representing the offspring of a brood. As a result, they are easily the weakest variation of dragons. In most cases however, where there are whelps, their larger cousins are close by.\n\nBronze dragons are smaller and more agile than dragons of the other flights, and they appear to be built for speed rather than stamina. Their bodies are thin and dexterous, with scales almost metallic in appearance. The quality of their scales is such that they are sometimes mistaken for constructs or detailed statuary. Bronze dragons are fastidious, keeping their mesh-like scales clean and shining at all times. The dragon is long and slender, its scales glinting with a metallic sheen. A spiky bone ridge runs down its back and forms a wicked point at the end of its tail. Its form shimmers from golden yellow to rich orange in the sunlight as it darts through the air. Bronze dragons prefer to use their spell-like abilities and breath weapon to confuse and scatter enemies. Afterward, they approach foes singly, swooping from the air or fighting on the ground depending on which approach offers the best tactical advantage. Bronzes can also be very patient, watching from afar until a target lets down its guard.;;Drachenwelpen sind die kleinsten Mitglieder der Drachenart und stellen die Nachkommen einer Brut dar. Infolgedessen sind sie mit Abstand die schwächste Variante von Drachen. In den meisten Fällen, wo es Welpen gibt, sind ihre größeren Cousins jedoch in der Nähe.\n\nBronzedrachen sind kleiner und agiler als die Drachen der anderen Schwärme, sie scheinen eher auf Geschwindigkeit als auf Ausdauer ausgelegt zu sein. Ihre Körper sind schlank und geschmeidig, mit Schuppen, die nahezu metallisch wirken. Die Qualität ihrer Schuppen ist so hoch, dass sie manchmal für Konstrukte oder detaillierte Statuen gehalten werden. Bronzedrachen sind anspruchsvoll, halten ihre gitterförmigen Schuppen sauber und glänzen fortwährend. Ein stacheliger Knochenrücken läuft über den Rücken und bildet am Ende seines Schwanzes eine bösartige Spitze. Seine Form schimmert im Sonnenlicht von goldgelb bis orange, während er durch die Luft zuckt. Bronzedrachen ziehen es vor, ihre zauberähnlichen Fähigkeiten und ihren Atem zu nutzen, um Feinde zu verwirren und zu zerstreuen. Danach nähern sie sich den Feinden einzeln, stürzen sich aus luftigen Höhen auf sie oder kämpfen am Boden, je nachdem, welcher Ansatz den besten taktischen Vorteil bietet. Bronzedrachen können auch sehr geduldig sein und aus der Ferne beobachten, bis ein Ziel seinen Schutz verliert.;;;;;;;;;;;x
